Year	Species	Gear	Metric Tons	Pounds	$
1977	CRAB	Nets	0.5	1200	538
1977	CRAB	Trawls	0.1	300	101
1977	CRAB	Pots and Traps And Traps	0.3	700	111
1977	CRAB	Pots and Traps And Traps, Dungens	350.5	772700	224630
1977	CRAB	Pots and Traps And Traps	119.6	263700	76888
1977	CRAB	Pots and Traps And TrapsLobster	14.3	31600	11171
1977	CRAB	Nets	4.9	10900	2457
1977	CRAB	Lines	1.4	3000	846
1977	CRAB 	Trawls	0.1	200	50
1977	CRAB 	Pots and Traps And Traps, Dungens	0.6	1400	336
1977	CRAB 	Pots and Traps And Traps	0.4	900	221
1977	CRAYFISHES OR CRAWFISHES	Pots and Traps And Traps	1.2	2600	3654
1977	CRAYFISHES OR CRAWFISHES	Pots and Traps And Traps(frhwa)	253.8	559600	272845
1977	CRAYFISHES OR CRAWFISHES	Pots and Traps And Traps	14.8	32700	15478
1977	CROAKER	Nets	98.8	217900	17590
1977	CROAKER	Trawls	8.3	18300	3853
1977	CROAKER	Pots and Traps And Traps	0.0	100	16
1977	CROAKER	Nets	73.8	162600	33807
1977	CROAKER	Lines	86.0	189500	57967
1977	DOLPHINFISH	Lines	4.8	10500	2947
1977	EEL	Lines	0.0	100	10
1977	EEL	Lines	0.0	100	12
1977	FINFISHES	Nets	8.2	18100	1962
1977	FINFISHES	Trawls	0.0	100	10
1977	FINFISHES	Trawls	0.5	1000	182
1977	FINFISHES	Nets	0.1	200	102
1977	FINFISHES	Lines	0.0	100	38
1977	FLATFISH	Nets	0.1	200	63
1977	FLATFISH	Trawls	5.9	13100	2574
1977	FLATFISH, SANDDAB	Trawls	359.6	792700	191272
1977	FLATFISH, SANDDAB	Trawls	0.8	1800	444
1977	FLATFISH, SANDDAB	Lines	6.8	15100	5211
1977	FLATFISH	Trawls	2.9	6500	1804
1977	FLYINGFISHES	Nets	38.1	84000	26908
1977	FROGS	By Hand	2.2	4800	6629
1977	GRENADIERS	Trawls	46.4	102300	6574
1977	GROUPERS	Lines	3.6	7900	2601
1977	HAKE	Trawls	39.3	86600	4900
1977	HAKE	Lines	0.1	200	19
1977	HALFMOON	Nets	7.1	15600	5195
1977	HALFMOON	Nets	10.2	22500	8718
1977	HALFMOON	Lines	1.2	2700	1065
1977	FLATFISH	Nets	0.2	500	429
1977	FLATFISH	Trawls	45.8	100900	94651
1977	FLATFISH	Pots and Traps And Traps	0.3	600	600
1977	FLATFISH	Nets	158.8	350200	348823
1977	FLATFISH	Lines	7.1	15700	15977
1977	HERRING	Nets	142.6	314400	25465
1977	HERRING	Nets	9.2	20200	3813
1977	HERRING	Nets	0.5	1200	227
1977	HERRING	Gill Nets	11.4	25100	4736
1977	HERRING	Nets	3056.7	6738900	775643
1977	HERRING	Nets	2065.1	4552800	950842
1977	MACKEREL	Nets	47597.6	104933700	5069220
1977	MACKEREL	Trawls	11.7	25700	1348
1977	MACKEREL	Nets	0.2	400	101
1977	MACKEREL	Lines	5.6	12400	3076
1977	LINGCOD	Trawls	686.4	1513300	257513
1977	LINGCOD	Trawls	4.0	8800	1492
1977	LINGCOD	Pots and Traps And Traps	0.7	1500	320
1977	LINGCOD	Nets	8.5	18700	4204
1977	LINGCOD	Lines	69.0	152100	38914
1977	LOBSTER	Pots and Traps And Traps	16.4	36100	89827
1977	LOBSTER	Pots and Traps And TrapsLobster	97.8	215500	516868
1977	MACKEREL	Nets	3303.6	7283100	330883
1977	MACKEREL	Pots and Traps And Traps	0.0	100	20
1977	MACKEREL	Nets	5.7	12500	1569
1977	MACKEREL	Lines	6.8	15100	3795
1977	MULLET(LIZA)	Nets	3.1	6800	2384
1977	BIVALVES	Tongs and Grabs	0.5	1000	897
1977	BIVALVES	By Hand	1.5	3300	2401
1977	OCTOPUS	Trawls	14.0	30900	9699
1977	OCTOPUS	Trawls	0.2	400	141
1977	OCTOPUS	Pots and Traps And Traps	0.1	300	106
1977	OCTOPUS	Pots and Traps And Traps	1.2	2600	1143
1977	OCTOPUS	Nets	0.1	200	44
1977	OCTOPUS	Lines	0.0	100	32
1977	OPALEYE	Pots and Traps And Traps	0.0	100	37
1977	OPALEYE	Nets	0.6	1400	639
1977	OPALEYE	Lines	0.1	200	86
1977	BIVALVES	Rakes	0.4	800	3600
1977	BIVALVES	By Hand	1.4	3000	12967
1977	BIVALVES	Dredge	258.0	568800	796320
1977	BIVALVES	By Hand	162.3	357700	502997
1977	POMPANO	Nets	17.5	38600	25074
1977	POMPANO	Trawls	0.5	1100	589
1977	POMPANO	Nets	6.6	14600	12846
1977	POMPANO	Lines	0.7	1600	1033
1977	ROCKFISHES	Nets	0.4	800	8
1977	ROCKFISHES	Trawls	9122.2	20110900	3348858
1977	ROCKFISHES	Trawls	72.5	159900	25029
1977	ROCKFISHES	Pots and Traps And Traps	18.6	41000	11962
1977	ROCKFISHES	Nets	548.4	1209000	227434
1977	ROCKFISHES	Lines	1131.2	2493900	795244
1977	SABLEFISH	Trawls	2547.0	5615200	620816
1977	SABLEFISH	Trawls	0.8	1700	324
1977	SABLEFISH	Pots and Traps And Traps	3177.9	7005900	1003183
1977	SABLEFISH	Nets	2.5	5500	814
1977	SABLEFISH	Lines	312.0	687800	218701
1977	SACRAMENTO BLACKFISH	Nets	14.5	32000	7574
1977	SALMON	Trawls	0.1	200	304
1977	SALMON	Trawls	0.0	100	219
1977	SALMON	Pots and Traps And Traps	0.3	700	1243
1977	SALMON	Lines	2542.6	5605400	11482678
1977	SALMON	Lines	135.3	298200	367445
1977	SALMON	Lines	4.2	9200	19227
1977	SALMON	Lines	6.7	14700	8979
1977	SARDINE	Nets	2.1	4600	580
1977	SCULPINS	Pots and Traps And Traps	0.0	100	26
1977	SCULPINS	Nets	0.3	600	242
1977	SCULPINS	Lines	52.6	116000	52343
1977	SEA BASS	Nets	0.1	300	135
1977	SEA BASS	Nets	20.9	46100	21401
1977	SEA BASS	Lines	1.3	2900	1450
1977	ECHINODERM	Diving Outfits	7500.8	16536300	1629134
1977	SEA BASS	Nets	18.3	40400	29782
1977	SEA BASS	Trawls	0.1	300	284
1977	SEA BASS	Pots and Traps And Traps	0.1	300	224
1977	SEA BASS	Pots and Traps And TrapsLobster	0.1	200	173
1977	SEA BASS	Nets	513.8	1132700	832419
1977	SEA BASS	Lines	11.7	25900	23057
1977	SEAWEED	Unspecified Gear	118476.4	261193100	4011926
1977	SHARK	Nets	45.7	100800	4673
1977	SHARK	Trawls	78.5	173100	9233
1977	SHARK	Nets	44.5	98000	6420
1977	SHARK	Lines	5.1	11200	3978
1977	SHARK	Harpoons	0.2	500	81
1977	SHARK	Trawls	0.3	600	120
1977	SHARK	Nets	9.8	21500	5576
1977	SHARK	Trawls	129.5	285400	59948
1977	SHARK	Trawls	0.0	100	22
1977	SHARK	Pots and Traps And Traps	0.2	400	233
1977	SHARK	Pots and Traps And TrapsLobster	0.2	400	101
1977	SHARK	Nets	262.7	579100	182192
1977	SHARK	Lines	47.0	103700	18436
1977	SHARK	Nets	0.1	200	39
1977	SHARK	Harpoons	4.0	8900	3267
1977	SHEEPHEAD	Nets	2.6	5800	1467
1977	SHEEPHEAD	Lines	0.2	500	101
1977	SHELLFISH	Pots and Traps And Traps, Dungens	0.0	100	25
1977	SHELLFISH	Pots and Traps And Traps	7.5	16500	3266
1977	SHELLFISH	Pots and Traps And TrapsLobster	0.0	100	44
1977	SHRIMP	Trawls	1.6	3600	954
1977	SHRIMP	Trawls	7196.6	15865700	3601754
1977	SHRIMP	Pots and Traps And Traps	1.0	2100	6520
1977	SHRIMP	Trawls	19.6	43300	61012
1977	SHRIMP	Pots and Traps And Traps	6.1	13500	37940
1977	SILVERSIDES	Nets	0.4	900	87
1977	SKATE	Trawls	58.6	129100	20251
1977	SKATE	Nets	8.3	18400	1029
1977	SKATE	Lines	6.9	15200	1015
1977	SMELT	Nets	391.5	863000	109016
1977	SMELT	Nets	7.7	16900	3352
1977	SMELT	Nets	1.5	3200	526
1977	SMELT	Lines	0.8	1700	306
1977	SMELT	Brail Or Scoop	16.0	35300	6790
1977	SOLE	Trawls	9944.0	21922600	3477779
1977	SOLE	Trawls	0.6	1300	204
1977	SOLE	Trawls	1543.2	3402200	802159
1977	SOLE	Trawls	0.0	100	19
1977	SOLE	Nets	0.0	100	20
1977	SOLE	Lines	0.3	700	103
1977	SOLE	Trawls	997.8	2199700	707135
1977	SOLE	Pots and Traps And Traps	0.0	100	17
1977	SOLE	Lines	0.3	600	205
1977	SOLE	Trawls	702.2	1548000	347475
1977	SOLE	Trawls	110.3	243200	70149
1977	SOLE	Nets	0.0	100	19
1977	SOLE	Lines	0.2	500	164
1977	SOLE	Trawls	536.1	1181800	164036
1977	SOLE	Nets	36.8	81200	21841
1977	SOLE	Lines	4.7	10300	2427
1977	SQUID	Nets	9234.3	20357900	1146385
1977	SQUID	Trawls	2.6	5800	508
1977	SQUID	Trawls	0.3	600	68
1977	SQUID	Pots and Traps And Traps	4.0	8900	930
1977	SQUID	Nets	15.4	33900	1440
1977	SQUID	Lines	1.3	2900	538
1977	SQUID	Nets	2915.9	6428300	254729
1977	SQUID	Brail Or Scoop	637.6	1405600	76049
1977	ECHINODERM	Diving Outfits	0.1	300	14
1977	SUCKERS	Nets	17.7	39100	8827
1977	SURFPERCHES	Nets	2.4	5300	1139
1977	SURFPERCHES	Trawls	76.8	169400	37238
1977	SURFPERCHES	Trawls	0.0	100	13
1977	SURFPERCHES	Pots and Traps And Traps	1.5	3400	1524
1977	SURFPERCHES	Nets	2.5	5500	2085
1977	SURFPERCHES	Lines	21.0	46400	21357
1977	SURFPERCHES	Brail Or Scoop	0.1	300	107
1977	SWORDFISH	Nets	1.5	3200	7369
1977	SWORDFISH	Lines	43.0	94800	237086
1977	SWORDFISH	Harpoons	187.3	412900	1022903
1977	SWORDFISH	Spears	0.3	600	1823
1977	TUNA	Nets	27.4	60400	36164
1977	TUNA	Nets	1.0	2200	1303
1977	TUNA	Lines	7185.7	15841500	9145646
1977	TUNA	Nets	1514.7	3339400	1337805
1977	TUNA	Lines	0.3	700	275
1977	TUNA	Nets	3134.8	6910900	2800771
1977	TUNA	Nets	0.2	400	290
1977	TUNA	Lines	13.1	28800	11307
1977	TUNA	Nets	32149.7	70877300	24450930
1977	TUNA	Lines	5252.1	11578800	4089016
1977	TUNA	Nets	86849.4	191468100	74243148
1977	TUNA	Nets	3.5	7800	5862
1977	TUNA	Lines	1868.9	4120100	1582955
1977	WAHOO	Nets	2.9	6300	2931
1977	WAHOO	Lines	2.8	6100	2824
1977	WHITEFISH	Nets	0.0	100	13
1977	WHITEFISH	Lines	0.7	1500	395
1977	YELLOWTAIL JACK	Nets	686.3	1513100	298536
1977	YELLOWTAIL JACK	Nets	122.7	270500	72407
1977	YELLOWTAIL JACK	Lines	14.1	31100	10091
1978	ABALONE	Diving Outfits	587.3	1294800	1478201
1978	ANCHOVY	Nets	6147.3	13552300	295278
1978	ANCHOVY	Nets	4317.2	9517600	197612
1978	ANCHOVY	Nets	19.5	43000	946
1978	ANCHOVY	Nets	969.5	2137400	200551
1978	ANCHOVY	Nets	0.1	200	38
1978	ANCHOVY	Lines	5.5	12200	345
1978	BARRACUDA	Nets	0.0	100	33
1978	BARRACUDA	Pots and Traps And Traps	0.2	400	246
1978	BARRACUDA	Nets	18.9	41600	23564
1978	BARRACUDA	Nets	0.0	0	11
1978	BARRACUDA	Lines	2.9	6300	3036
1978	BARRACUDA	Lines	0.0	0	13
1978	BONITO	Nets	2446.9	5394400	986818
1978	BONITO	Nets	906.1	1997600	403515
1978	BONITO	Nets	28.1	62000	11550
1978	BONITO	Pots and Traps And Traps	0.2	500	126
1978	BONITO	Nets	60.7	133900	25008
1978	BONITO	Gill Nets, Other	1.2	2600	658
1978	BONITO	Nets	2.4	5200	1264
1978	BONITO	Lines	129.4	285200	60057
1978	BONITO	Lines	0.0	100	75
1978	BONITO	Lines	0.3	600	146
1978	BONITO	Harpoons	0.1	200	30
1978	CABEZON	Trawls	3.0	6600	1135
1978	CABEZON	Pots and Traps And Traps	1.1	2400	407
1978	CABEZON	Nets	3.8	8300	1473
1978	CABEZON	Nets	2.0	4500	920
1978	CABEZON	Lines	2.8	6100	1013
1978	CABEZON	Lines	0.2	400	227
1978	CABEZON	Lines	0.1	300	135
1978	CABEZON	Diving Outfits	0.0	100	36
1978	BIVALVES	Trawls	2.4	5200	662
1978	BIVALVES	Shovels	0.0	0	17
1978	BIVALVES	By Hand	100.5	221500	27685
1978	BIVALVES	Lines	0.0	0	7
1978	BIVALVES	Shovels	0.0	0	10
1978	BIVALVES	By Hand	2.7	5900	6616
1978	CRAB	Trawls	1.1	2500	2012
1978	CRAB	Pots and Traps And Traps, Dungens	4241.0	9349700	7248907
1978	CRAB	Pots and Traps And Traps, Other	0.0	100	42
1978	CRAB	Pots and Traps And Traps	1.2	2700	2095
1978	CRAB	Pots and Traps And Traps	1.3	2900	2274
1978	CRAB	Nets	0.4	900	789
1978	CRAB	Nets	0.6	1400	1613
1978	CRAB	Lines	0.4	900	596
1978	CRAB	Lines	0.5	1000	924
1978	CRAB	Brail Or Scoop	0.0	0	8
1978	CRAB	Diving Outfits	0.0	0	6
1978	CRAB	Trawls	0.3	700	724
1978	CRAB	Pots and Traps And Traps, King	0.0	100	54
1978	CRAB	Pots and Traps And Traps, Other	0.7	1600	394
1978	CRAB	Lines	0.0	100	13
1978	CRAB	Trawls	1.2	2600	575
1978	CRAB	Pots and Traps And Traps, Other	426.6	940400	326536
1978	CRAB	Pots and Traps And Traps	1.0	2100	1591
1978	CRAB	Nets	3.8	8400	2038
1978	CRAB	Nets	0.5	1200	206
1978	CRAB	Lines	0.9	1900	730
1978	CRAB	Lines	0.0	0	12
1978	CRAB 	Nets	0.0	0	9
1978	CRAB 	Trawls	0.0	100	20
1978	CRAB 	Pots and Traps And Traps, Other	1.5	3300	9244
1978	CRAB 	Lines	0.0	100	13
1978	CRAYFISHES OR CRAWFISHES	Pots and Traps And Traps(frhwa)	49.3	108600	70802
1978	CRAYFISHES OR CRAWFISHES	Lines	0.0	100	26
1978	CROAKER	Nets	0.4	800	203
1978	CROAKER	Nets	0.6	1400	222
1978	CROAKER	Nets	14.9	32900	7177
1978	CROAKER	Trawls	10.4	23000	4831
1978	CROAKER	Pots and Traps And Traps	0.4	800	247
1978	CROAKER	Nets	97.3	214400	54686
1978	CROAKER	Gill Nets, Other	3.5	7700	1682
1978	CROAKER	Nets	3.2	7100	1700
1978	CROAKER	Lines	57.7	127200	44621
1978	CROAKER	Lines	2.8	6200	1790
1978	CROAKER	Lines	0.4	800	400
1978	CROAKER	Brail Or Scoop	0.0	100	11
1978	DOLPHINFISH	Lines	0.1	200	96
1978	ECHINODERM	Diving Outfits	1.1	2400	382
1978	ECHINODERM	By Hand	0.9	1900	279
1978	EEL	Trawls	0.0	0	6
1978	EEL	Pots and Traps And Traps	0.0	0	13
1978	EEL	Lines	0.0	0	5
1978	EEL	Lines	0.0	0	0
1978	FINFISHES	Trawls	0.1	200	23
1978	FINFISHES	Trawls	0.0	100	25
1978	FINFISHES	Trawls	0.0	0	0
1978	FINFISHES	Lines	0.4	800	158
1978	FINFISHES	Lines	0.0	0	5
1978	FINFISHES	Nets	1.2	2600	1028
1978	FINFISHES	Nets	1.5	3200	681
1978	FINFISHES	Trawls	1.2	2600	390
1978	FINFISHES	Pots and Traps And Traps	2.5	5500	8252
1978	FINFISHES	Nets	1.7	3700	1202
1978	FINFISHES	Nets	0.0	100	44
1978	FINFISHES	Lines	21.5	47500	13952
1978	FINFISHES	Lines	1.2	2600	691
1978	FINFISHES	Lines	0.0	100	50
1978	FINFISHES	Brail Or Scoop	0.0	0	11
1978	FLATFISH	Nets	0.0	0	1
1978	FLATFISH	Trawls	313.7	691600	107253
1978	FLATFISH	Pots and Traps And Traps	0.3	700	194
1978	FLATFISH	Nets	26.5	58500	16779
1978	FLATFISH	Gill Nets, Other	0.0	100	31
1978	FLATFISH	Nets	29.6	65300	21940
1978	FLATFISH	Lines	0.6	1300	471
1978	FLATFISH	Lines	2.3	5100	1191
1978	FLATFISH	Lines	0.0	100	15
1978	FLATFISH	Nets	0.0	100	53
1978	FLATFISH	Trawls	93.7	206600	18151
1978	FLATFISH, SANDDAB	Nets	0.0	100	46
1978	FLATFISH, SANDDAB	Trawls	330.5	728700	193703
1978	FLATFISH, SANDDAB	Pots and Traps And Traps	0.0	0	22
1978	FLATFISH, SANDDAB	Nets	0.0	0	16
1978	FLATFISH, SANDDAB	Gill Nets, Other	0.0	0	9
1978	FLATFISH, SANDDAB	Nets	0.0	0	23
1978	FLATFISH, SANDDAB	Lines	3.8	8300	3737
1978	FLATFISH, SANDDAB	Lines	1.4	3100	971
1978	FLATFISH, SANDDAB	Lines	1.3	2800	1333
1978	FLATFISH, SANDDAB	Spears	0.0	0	5
1978	FLATFISH	Nets	1.7	3700	2941
1978	FLATFISH	Trawls	8.2	18100	4414
1978	FLATFISH	Nets	0.0	0	7
1978	FLATFISH	Nets	0.0	0	7
1978	FLATFISH	Lines	0.0	100	18
1978	FLYINGFISHES	Nets	31.5	69500	27742
1978	FLYINGFISHES	Gill Nets, Other	51.3	113200	45333
1978	GRENADIERS	Trawls	32.3	71300	6445
1978	GROUPERS	Nets	0.7	1500	571
1978	GROUPERS	Nets	0.0	100	21
1978	GROUPERS	Lines	1.1	2500	949
1978	HAKE	Trawls	338.4	746100	66311
1978	HAKE	Lines	0.0	0	1
1978	HAKE	Lines	0.7	1500	124
1978	HALFMOON	Nets	0.3	600	180
1978	HALFMOON	Nets	0.0	100	38
1978	HALFMOON	Nets	3.2	7000	3234
1978	HALFMOON	Lines	1.6	3600	1683
1978	HALFMOON	Lines	0.0	0	13
1978	FLATFISH	Nets	0.0	100	163
1978	FLATFISH	Nets	0.0	0	41
1978	FLATFISH	Trawls	36.6	80700	76935
1978	FLATFISH	Pots and Traps And Traps	0.0	100	287
1978	FLATFISH	Nets	107.7	237400	275662
1978	FLATFISH	Gill Nets, Other	0.1	300	354
1978	FLATFISH	Nets	44.5	98100	113123
1978	FLATFISH	Lines	5.2	11500	13493
1978	FLATFISH	Lines	5.1	11200	12558
1978	FLATFISH	Lines	0.5	1200	2131
1978	FLATFISH	Brail Or Scoop	0.1	300	264
1978	FLATFISH	Nets	0.0	0	58
1978	FLATFISH	Harpoons	0.0	0	36
1978	FLATFISH	Harpoons	0.0	100	75
1978	FLATFISH	Diving Outfits	0.0	0	31
1978	HERRING	Nets	12.8	28300	10991
1978	HERRING	Nets	1186.2	2615100	593103
1978	HERRING	Nets	0.0	100	19
1978	HERRING	Nets	1398.9	3084100	1056544
1978	HERRING	Nets	1866.6	4115200	1569129
1978	HERRING	Lines	0.0	0	7
1978	HERRING	Lines	7.3	16000	5600
1978	MACKEREL	Nets	0.1	200	20
1978	MACKEREL	Nets	33492.2	73837000	4218969
1978	MACKEREL	Nets	20.9	46000	2760
1978	MACKEREL	Nets	799.2	1762000	114441
1978	MACKEREL	Trawls	21.8	48000	2400
1978	MACKEREL	Trawls	2.9	6400	634
1978	MACKEREL	Pots and Traps And Traps	0.1	300	80
1978	MACKEREL	Nets	7.0	15500	3527
1978	MACKEREL	Gill Nets, Other	0.2	500	108
1978	MACKEREL	Nets	0.0	0	4
1978	MACKEREL	Lines	3.9	8700	2473
1978	MACKEREL	Lines	0.3	600	80
1978	MACKEREL	Brail Or Scoop	0.4	900	107
1978	LINGCOD	Nets	0.0	0	1
1978	LINGCOD	Trawls	778.3	1715900	318034
1978	LINGCOD	Pots and Traps And Traps	3.8	8400	2005
1978	LINGCOD	Pots and Traps And Traps	0.0	0	2
1978	LINGCOD	Nets	6.5	14400	3603
1978	LINGCOD	Gill Nets, Other	0.0	100	32
1978	LINGCOD	Nets	1.0	2200	649
1978	LINGCOD	Lines	39.0	86000	29167
1978	LINGCOD	Lines	82.9	182700	57296
1978	LINGCOD	Lines	2.5	5500	1659
1978	LINGCOD	Brail Or Scoop	0.0	0	2
1978	LINGCOD	Diving Outfits	0.1	200	56
1978	LOBSTER	Pots and Traps And Traps	0.1	300	953
1978	LOBSTER	Pots and Traps And TrapsLobster	253.7	559400	1483579
1978	LOBSTER	Nets	0.1	300	996
1978	LOBSTER	Nets	0.0	0	34
1978	LOBSTER	Lines	0.3	600	1808
1978	MACKEREL	Nets	23.8	52500	2838
1978	MACKEREL	Nets	12.2	27000	1758
1978	MACKEREL	Trawls	0.4	900	162
1978	MACKEREL	Pots and Traps And Traps	0.0	100	19
1978	MACKEREL	Nets	2.6	5800	1440
1978	MACKEREL	Nets	0.0	100	32
1978	MACKEREL	Lines	8.2	18000	5208
1978	MACKEREL	Lines	0.1	200	37
1978	MACKEREL	Lines	0.0	100	38
1978	MACKEREL	Nets	8038.8	17722300	952471
1978	MACKEREL	Nets	189.0	416600	27475
1978	MACKEREL	Trawls	2.6	5700	174
1978	MACKEREL	Pots and Traps And Traps	0.0	100	27
1978	MACKEREL	Nets	4.1	9000	1710
1978	MACKEREL	Gill Nets, Other	0.2	500	193
1978	MACKEREL	Nets	0.1	200	15
1978	MACKEREL	Lines	6.3	13900	3748
1978	MACKEREL	Lines	0.0	0	1
1978	MACKEREL	Lines	0.1	300	85
1978	MACKEREL	Diving Outfits	0.0	0	0
1978	MOLLUSKS	Trawls	0.1	300	28
1978	MOLLUSKS	Pots and Traps And Traps	8.7	19100	4680
1978	MOLLUSKS	Nets	1.0	2300	686
1978	MOLLUSKS	Lines	0.0	0	2
1978	MOLLUSKS	Diving Outfits	1.2	2700	915
1978	MOLLUSKS	Diving Outfits	0.6	1400	736
1978	MOLLUSKS	By Hand	1.8	3900	2355
1978	MULLET(LIZA)	Nets	0.1	300	205
1978	MULLET(LIZA)	Lines	0.1	300	122
1978	BIVALVES	By Hand	11.5	25300	17017
1978	OCTOPUS	Trawls	14.7	32500	11694
1978	OCTOPUS	Pots and Traps And Traps	2.2	4800	1846
1978	OCTOPUS	Pots and Traps And Traps	0.2	400	160
1978	OCTOPUS	Nets	0.1	300	97
1978	OCTOPUS	Lines	0.2	400	227
1978	OCTOPUS	Lines	0.2	400	147
1978	OPALEYE	Nets	1.3	2800	970
1978	OPALEYE	Lines	0.4	900	398
1978	BIVALVES	By Hand	0.1	300	1426
1978	BIVALVES	Dredge	288.6	636300	591782
1978	BIVALVES	By Hand	176.2	388500	547451
1978	POMPANO	Nets	0.0	0	5
1978	POMPANO	Nets	2.5	5600	3212
1978	POMPANO	Nets	29.7	65400	42456
1978	POMPANO	Trawls	0.5	1200	497
1978	POMPANO	Nets	6.4	14100	7827
1978	POMPANO	Gill Nets, Other	0.5	1200	627
1978	POMPANO	Lines	0.4	800	428
1978	POMPANO	Lines	0.4	900	55
1978	POMPANO	Brail Or Scoop	0.3	700	324
1978	QUEENFISH	Nets	2.7	5900	392
1978	QUEENFISH	Nets	7.5	16600	1261
1978	QUEENFISH	Trawls	0.0	0	1
1978	QUEENFISH	Nets	9.6	21200	8304
1978	QUEENFISH	Lines	0.0	100	11
1978	ROCK BASSES	Pots and Traps And Traps	0.0	0	3
1978	ROCK BASSES	Nets	0.5	1200	924
1978	ROCK BASSES	Lines	0.1	200	134
1978	ROCK BASSES	Lines	0.6	1300	346
1978	ROCKFISHES	Nets	0.3	700	173
1978	ROCKFISHES	Nets	5.4	11800	5314
1978	ROCKFISHES	Nets	2.5	5500	818
1978	ROCKFISHES	Trawls	6902.5	15217200	2829410
1978	ROCKFISHES	Pots and Traps And Traps	31.1	68500	19469
1978	ROCKFISHES	Nets	581.9	1282800	431065
1978	ROCKFISHES	Gill Nets, Other	7.0	15400	3021
1978	ROCKFISHES	Nets	9.8	21500	5455
1978	ROCKFISHES	Lines	1200.9	2647600	1046787
1978	ROCKFISHES	Lines	14.0	30800	13692
1978	ROCKFISHES	Lines	0.2	500	236
1978	ROCKFISHES	Lines	483.4	1065700	258038
1978	ROCKFISHES	Lines	60.5	133300	55159
1978	ROCKFISHES	Brail Or Scoop	0.7	1600	703
1978	ROCKFISHES	Harpoons	1.1	2500	1449
1978	ROCKFISHES	Spears	0.2	500	182
1978	ROCKFISHES	Diving Outfits	2.2	4800	1087
1978	ROCKFISHES	Diving Outfits	0.0	100	31
1978	SABLEFISH	Nets	0.1	200	34
1978	SABLEFISH	Trawls	2624.4	5785800	900135
1978	SABLEFISH	Pots and Traps And Traps	4977.6	10973700	1978119
1978	SABLEFISH	Nets	2.0	4500	1216
1978	SABLEFISH	Gill Nets, Other	0.2	400	98
1978	SABLEFISH	Nets	0.0	0	1
1978	SABLEFISH	Lines	173.8	383200	223820
1978	SABLEFISH	Lines	101.3	223300	67276
1978	SABLEFISH	Lines	156.3	344500	96378
1978	SABLEFISH	Brail Or Scoop	0.0	100	19
1978	SACRAMENTO BLACKFISH	Nets	10.7	23500	4707
1978	SALMON	Trawls	0.1	300	192
1978	SALMON	Pots and Traps And Traps	0.2	400	564
1978	SALMON	Lines	0.1	300	357
1978	SALMON	Lines	2482.4	5472600	9312497
1978	SALMON	Lines	0.0	0	61
1978	SALMON	Lines	0.0	0	75
1978	SALMON	Trawls	0.0	0	50
1978	SALMON	Pots and Traps And Traps	0.1	200	231
1978	SALMON	Lines	599.9	1322600	1597695
1978	SALMON	Nets	0.0	0	10
1978	SALMON	Nets	0.4	900	218
1978	SALMON	Lines	13.0	28700	44315
1978	SALMON	Lines	0.0	0	0
1978	SARDINE	Nets	0.7	1500	76
1978	SARDINE	Nets	0.2	400	40
1978	SCULPINS	Nets	0.0	0	6
1978	SCULPINS	Trawls	1326.9	2925200	520073
1978	SCULPINS	Trawls	0.0	0	14
1978	SCULPINS	Pots and Traps And Traps	0.5	1000	303
1978	SCULPINS	Nets	1.3	2800	1534
1978	SCULPINS	Nets	0.5	1000	335
1978	SCULPINS	Lines	30.7	67600	35389
1978	SCULPINS	Lines	1.6	3600	608
1978	SEA BASS	Nets	22.7	50000	31818
1978	SEA BASS	Nets	2.6	5800	2902
1978	SEA BASS	Lines	3.0	6700	3080
1978	SEA BASS	Lines	0.5	1000	428
1978	SEA BASS	Brail Or Scoop	1.3	2900	1570
1978	ECHINODERM	Diving Outfits	5820.9	12832800	1499713
1978	SEA BASS	Nets	0.0	100	132
1978	SEA BASS	Trawls	0.0	0	38
1978	SEA BASS	Pots and Traps And Traps	0.3	600	685
1978	SEA BASS	Nets	484.2	1067500	919242
1978	SEA BASS	Nets	12.5	27600	22429
1978	SEA BASS	Lines	11.9	26200	21554
1978	SEA BASS	Lines	0.1	300	383
1978	SEA BASS	Brail Or Scoop	16.2	35700	29243
1978	SEA BASS	Harpoons	0.3	600	735
1978	SEA BASS	Harpoons	1.0	2200	2793
1978	SEAWEED	Unspecified Gear	153341.7	338057040	5192556
1978	SHAD	Trawls	0.0	0	0
1978	SHAD	Nets	0.8	1800	722
1978	SHAD	Brail Or Scoop	1.6	3500	3436
1978	SHARK	Nets	4.3	9500	992
1978	SHARK	Lines	0.5	1000	141
1978	SHARK	Lines	11.6	25500	5839
1978	SHARK	Trawls	68.5	151100	9017
1978	SHARK	Pots and Traps And Traps	0.2	500	23
1978	SHARK	Nets	124.9	275300	19634
1978	SHARK	Nets	8.8	19500	1164
1978	SHARK	Lines	0.5	1000	90
1978	SHARK	Trawls	6.9	15200	975
1978	SHARK	Pots and Traps And Traps	0.1	300	78
1978	SHARK	Nets	7.0	15500	4361
1978	SHARK	Nets	0.6	1400	300
1978	SHARK	Lines	0.6	1400	636
1978	SHARK	Lines	0.4	900	95
1978	SHARK	Lines	0.1	200	17
1978	SHARK	Nets	0.0	100	20
1978	SHARK	Nets	0.0	0	5
1978	SHARK	Pots and Traps And Traps	0.0	100	16
1978	SHARK	Nets	10.5	23200	6195
1978	SHARK	Nets	0.0	0	1
